"日足・最新の選択","当日"," 8月26日","日足"
"市場","銘柄コード","銘柄名","始値","高値","安値","終値","出来高","","","","","","","","","","","","","","",""
"","","","実","実","実","実","        実","","","","","","","","","","","","","","",""
東１,2267,ヤクルト,6480.0,6660.0,6460.0,6550.0,575000,,,,,,,,,,,,,,,
ＪＱ,2268,サーティワン,4155.0,4180.0,4150.0,4180.0,2000,,,,,,,,,,,,,,,
東１,2269,明治ＨＤ,18200.0,18400.0,17880.0,18310.0,399300,,,,,,,,,,,,,,,
東１,2270,雪印メグ,2200.0,2220.0,2169.0,2184.0,463600,,,,,,,,,,,,,,,
東１,2281,プリマハム,339.0,343.0,335.0,335.0,1101000,,,,,,,,,,,,,,,
東１,2282,日本ハム,2652.0,2711.0,2648.0,2665.0,1528000,,,,,,,,,,,,,,,
東１,2284,伊藤ハム,720.0,726.0,705.0,711.0,645000,,,,,,,,,,,,,,,
東１,2286,林兼産,120.0,121.0,116.0,120.0,2342000,,,,,,,,,,,,,,,
東１,2288,丸大食,485.0,494.0,475.0,482.0,328000,,,,,,,,,,,,,,,
東１,2290,米久,2728.0,2728.0,2607.0,2676.0,50100,,,,,,,,,,,,,,,
東２,2291,福留ハム,400.0,417.0,400.0,415.0,10000,,,,,,,,,,,,,,,
東１,2292,ＳＦＯＯＤＳ,2500.0,2524.0,2435.0,2510.0,110700,,,,,,,,,,,,,,,
ＪＱ,2293,滝沢ハム,432.0,449.0,432.0,449.0,3000,,,,,,,,,,,,,,,
ＪＱ,2294,柿安,1822.0,1870.0,1822.0,1870.0,11400,,,,,,,,,,,,,,,
ＪＱ,2300,きょくと,550.0,551.0,540.0,544.0,5900,,,,,,,,,,,,,,,
東１,2301,学情,1069.0,1120.0,1036.0,1105.0,82600,,,,,,,,,,,,,,,
ＪＱ,2303,ドーン,616.0,715.0,616.0,715.0,26600,,,,,,,,,,,,,,,
ＪＱ,2304,ＣＳＳＨＤ,445.0,454.0,427.0,452.0,18600,,,,,,,,,,,,,,,
東１,2305,スタジオアリス,2206.0,2248.0,2192.0,2229.0,33600,,,,,,,,,,,,,,,
ＪＱ,2307,クロスキャット,417.0,434.0,417.0,434.0,10000,,,,,,,,,,,,,,,
東１,2309,シミックＨＤ,1454.0,1553.0,1412.0,1546.0,53100,,,,,,,,,,,,,,,
ＪＱ,2311,エプコ,1400.0,1445.0,1379.0,1400.0,34200,,,,,,,,,,,,,,,
ＪＱ,2315,ＳＪＩ,38.0,41.0,37.0,41.0,1794200,,,,,,,,,,,,,,,
東１,2317,システナ,1067.0,1093.0,1050.0,1086.0,117400,,,,,,,,,,,,,,,
ＪＱ,2321,ソフトフロント,227.0,237.0,225.0,237.0,353200,,,,,,,,,,,,,,,
ＪＱ,2323,ｆｏｎｆｕｎ,432.0,432.0,383.0,414.0,80600,,,,,,,,,,,,,,,
東１,2325,ＮＪＳ,1400.0,1470.0,1400.0,1438.0,11200,,,,,,,,,,,,,,,
東１,2326,デジアーツ,1852.0,1956.0,1852.0,1945.0,175200,,,,,,,,,,,,,,,
東１,2327,ＮＳＳＯＬ,4075.0,4395.0,4070.0,4355.0,231500,,,,,,,,,,,,,,,
ＪＱ,2329,東北新,803.0,864.0,803.0,829.0,4800,,,,,,,,,,,,,,,
ＪＱ,2330,フォーサイド,147.0,159.0,146.0,154.0,314200,,,,,,,,,,,,,,,
東１,2331,ＡＬＳＯＫ,4740.0,4835.0,4710.0,4810.0,486500,,,,,,,,,,,,,,,
ＪＱ,2332,クエスト,835.0,835.0,831.0,831.0,2500,,,,,,,,,,,,,,,
東１,2335,キューブシス,564.0,590.0,564.0,588.0,31000,,,,,,,,,,,,,,,
ＪＱ,2337,いちごＨＤ,248.0,254.0,240.0,253.0,3943400,,,,,,,,,,,,,,,
東２,2338,Ｆａｓｔｅｐ,520.0,539.0,512.0,515.0,35600,,,,,,,,,,,,,,,
ＪＱ,2340,極楽湯,553.0,592.0,553.0,580.0,174100,,,,,,,,,,,,,,,
ＪＱ,2341,アルバイトタイ,241.0,245.0,239.0,245.0,70700,,,,,,,,,,,,,,,
東マ,2342,トランス,535.0,565.0,518.0,557.0,438900,,,,,,,,,,,,,,,
ＪＱ,2344,平安レイ,695.0,708.0,694.0,696.0,7500,,,,,,,,,,,,,,,
東２,2345,システクアイ,690.0,737.0,684.0,735.0,2300,,,,,,,,,,,,,,,
ＪＱ,2349,エヌアイデイ,2100.0,2314.0,2071.0,2300.0,12000,,,,,,,,,,,,,,,
東マ,2351,ＡＳＪ,425.0,447.0,422.0,436.0,29100,,,,,,,,,,,,,,,
東マ,2352,エイジア,988.0,1054.0,950.0,1040.0,32500,,,,,,,,,,,,,,,
東１,2353,日駐,146.0,152.0,146.0,152.0,1996800,,,,,,,,,,,,,,,
東２,2354,安川情,219.0,230.0,212.0,230.0,39300,,,,,,,,,,,,,,,
東１,2359,コア,795.0,808.0,791.0,803.0,15100,,,,,,,,,,,,,,,
ＪＱ,2362,夢真ＨＤ,716.0,741.0,704.0,737.0,954300,,,,,,,,,,,,,,,
東マ,2369,メディビック,185.0,193.0,180.0,188.0,348100,,,,,,,,,,,,,,,
東マ,2370,ＭＤＮＴ,142.0,154.0,142.0,152.0,1135800,,,,,,,,,,,,,,,
東１,2371,カカクコム,1825.0,1945.0,1797.0,1930.0,2297300,,,,,,,,,,,,,,,
東１,2372,アイロムＧ,1468.0,1590.0,1460.0,1583.0,77500,,,,,,,,,,,,,,,
ＪＱ,2373,ケア２１,2036.0,2052.0,2036.0,2052.0,200,,,,,,,,,,,,,,,
ＪＱ,2374,セントケアＨＤ,1236.0,1236.0,1198.0,1198.0,3800,,,,,,,,,,,,,,,
東２,2375,スリープロ,328.0,350.0,310.0,340.0,24100,,,,,,,,,,,,,,,
東２,2376,サイネックス,1010.0,1060.0,997.0,1057.0,5600,,,,,,,,,,,,,,,
東１,2378,ルネサンス,1247.0,1329.0,1247.0,1314.0,61100,,,,,,,,,,,,,,,
東１,2379,ディップ,12500.0,13000.0,12150.0,12720.0,233800,,,,,,,,,,,,,,,
東１,2384,ＳＢＳＨＤ,863.0,877.0,851.0,875.0,143400,,,,,,,,,,,,,,,
東マ,2385,総医研ＨＤ,176.0,190.0,175.0,187.0,263800,,,,,,,,,,,,,,,
ＪＱ,2388,ウェッジＨＤ,387.0,394.0,360.0,385.0,556400,,,,,,,,,,,,,,,
東１,2389,オプトＨＤ,552.0,577.0,552.0,569.0,65900,,,,,,,,,,,,,,,
ＪＱ,2391,プラネット,1399.0,1405.0,1375.0,1400.0,900,,,,,,,,,,,,,,,
東２,2393,日本ケア,642.0,650.0,630.0,648.0,8800,,,,,,,,,,,,,,,
東１,2395,新日科学,482.0,499.0,471.0,477.0,343800,,,,,,,,,,,,,,,
東２,2397,ＤＮＡチップ,550.0,567.0,550.0,556.0,13300,,,,,,,,,,,,,,,
東１,2398,ツクイ,1014.0,1025.0,993.0,1011.0,134900,,,,,,,,,,,,,,,
東１,2399,綜合ＨＤ,419.0,423.0,411.0,421.0,22500,,,,,,,,,,,,,,,
ＪＱ,2400,メッセージ,3885.0,4060.0,3885.0,3975.0,35400,,,,,,,,,,,,,,,
東マ,2402,アマナ,825.0,870.0,825.0,870.0,4800,,,,,,,,,,,,,,,
東２,2404,鉄人化計画,655.0,670.0,629.0,644.0,157400,,,,,,,,,,,,,,,
東マ,2405,ＦＵＪＩＫＯＨ,565.0,565.0,540.0,559.0,22500,,,,,,,,,,,,,,,
ＪＱ,2406,アルテＨＤ,656.0,666.0,656.0,666.0,3800,,,,,,,,,,,,,,,
ＪＱ,2408,ＫＧ情報,551.0,584.0,551.0,570.0,2900,,,,,,,,,,,,,,,
東１,2410,キャリアＤＣ,940.0,978.0,928.0,975.0,127300,,,,,,,,,,,,,,,
ＪＱ,2411,ゲンダイＡＧ,638.0,660.0,636.0,660.0,11600,,,,,,,,,,,,,,,
東２,2412,ベネ・ワン,1940.0,2120.0,1908.0,2095.0,135600,,,,,,,,,,,,,,,
東１,2413,エムスリー,2576.0,2682.0,2500.0,2669.0,2287700,,,,,,,,,,,,,,,
ＪＱ,2415,ヒューマンＨＤ,720.0,747.0,716.0,747.0,16000,,,,,,,,,,,,,,,
東２,2417,ツヴァイ,802.0,822.0,802.0,819.0,10600,,,,,,,,,,,,,,,
東１,2418,ツカダＧＨＤ,725.0,755.0,720.0,755.0,85400,,,,,,,,,,,,,,,
ＪＱ,2425,ケアサービス,590.0,600.0,588.0,590.0,1700,,,,,,,,,,,,,,,
東１,2427,アウトソシング,2236.0,2365.0,2227.0,2341.0,299900,,,,,,,,,,,,,,,
東１,2428,ウェルネット,2462.0,2524.0,2377.0,2509.0,124200,,,,,,,,,,,,,,,
ＪＱ,2429,ワールドＨＤ,1670.0,1695.0,1611.0,1680.0,132900,,,,,,,,,,,,,,,
東１,2432,ディーエヌエー,2093.0,2133.0,2060.0,2117.0,2569000,,,,,,,,,,,,,,,
東１,2433,博報ＤＹ,1142.0,1165.0,1118.0,1160.0,1478300,,,,,,,,,,,,,,,
ＪＱ,2435,シダー,224.0,230.0,223.0,230.0,88300,,,,,,,,,,,,,,,
ＪＱ,2436,共同ＰＲ,666.0,666.0,666.0,666.0,1200,,,,,,,,,,,,,,,
ＪＱ,2437,シンワアート,302.0,323.0,280.0,286.0,254600,,,,,,,,,,,,,,,
東マ,2438,アスカネット,1442.0,1499.0,1379.0,1485.0,343400,,,,,,,,,,,,,,,
東１,2440,ぐるなび,1960.0,1966.0,1871.0,1914.0,373600,,,,,,,,,,,,,,,
東１,2445,ＳＲＧタカミヤ,539.0,586.0,528.0,578.0,111100,,,,,,,,,,,,,,,
ＪＱ,2449,プラップＪ,1020.0,1118.0,1020.0,1106.0,7600,,,,,,,,,,,,,,,
東１,2450,一休,2121.0,2173.0,2072.0,2158.0,314900,,,,,,,,,,,,,,,
東１,2453,ＪＢＲ,230.0,237.0,225.0,234.0,119400,,,,,,,,,,,,,,,
ＪＱ,2454,オールアバウト,489.0,515.0,480.0,510.0,88600,,,,,,,,,,,,,,,
ＪＱ,2458,夢テクノロジー,745.0,771.0,745.0,770.0,1300,,,,,,,,,,,,,,,
東マ,2459,アウンコンサル,274.0,293.0,273.0,288.0,174900,,,,,,,,,,,,,,,
東１,2461,ファンコミ,820.0,855.0,800.0,850.0,1277400,,,,,,,,,,,,,,,
東１,2462,ジェイコムＨＤ,910.0,957.0,910.0,948.0,39600,,,,,,,,,,,,,,,
東マ,2464,ＢＢＴ,422.0,444.0,418.0,440.0,74900,,,,,,,,,,,,,,,
名２,2467,バルクＨＤ,168.0,175.0,162.0,175.0,6100,,,,,,,,,,,,,,,
東マ,2468,フュートレック,411.0,465.0,411.0,446.0,67700,,,,,,,,,,,,,,,
ＪＱ,2469,ヒビノ,4180.0,4300.0,4050.0,4300.0,8200,,,,,,,,,,,,,,,
ＪＱ,2471,エスプール,735.0,778.0,721.0,760.0,20500,,,,,,,,,,,,,,,
東１,2475,ＷＤＢ,1300.0,1370.0,1253.0,1355.0,78900,,,,,,,,,,,,,,,
東マ,2477,比較コム,805.0,863.0,797.0,847.0,125000,,,,,,,,,,,,,,,
ＪＱ,2479,ジェイテック,186.0,229.0,186.0,229.0,492900,,,,,,,,,,,,,,,
ＪＱ,2480,シスロケ,1240.0,1378.0,1221.0,1348.0,14200,,,,,,,,,,,,,,,
ＪＱ,2481,タウンニュース,400.0,432.0,395.0,432.0,20100,,,,,,,,,,,,,,,
ＪＱ,2483,翻訳センター,3960.0,4080.0,3820.0,4000.0,9400,,,,,,,,,,,,,,,
ＪＱ,2484,夢の街創造,1100.0,1128.0,1080.0,1083.0,31300,,,,,,,,,,,,,,,
東１,2485,ティア,728.0,782.0,726.0,762.0,90700,,,,,,,,,,,,,,,
ＪＱ,2487,ＣＤＧ,1708.0,1803.0,1708.0,1803.0,3800,,,,,,,,,,,,,,,
ＪＱ,2488,日本サード,537.0,580.0,528.0,575.0,18700,,,,,,,,,,,,,,,
東マ,2489,アドウェイズ,814.0,870.0,802.0,860.0,573900,,,,,,,,,,,,,,,
東１,2491,Ｖコマース,520.0,520.0,494.0,508.0,132400,,,,,,,,,,,,,,,
東マ,2492,インフォマート,1251.0,1295.0,1202.0,1235.0,114700,,,,,,,,,,,,,,,
ＪＱ,2493,イーサポート,1870.0,1876.0,1800.0,1865.0,16200,,,,,,,,,,,,,,,
東マ,2497,ＵＮＩＴＥＤ,1388.0,1457.0,1359.0,1457.0,946600,,,,,,,,,,,,,,,
ＪＱ,2498,ＡＣＫグループ,571.0,594.0,570.0,593.0,21200,,,,,,,,,,,,,,,
東２,2499,日本和装ＨＤ,244.0,245.0,237.0,243.0,16500,,,,,,,,,,,,,,,
東１,2501,サッポロＨＤ,460.0,460.0,440.0,451.0,7191000,,,,,,,,,,,,,,,
東１,2502,アサヒ,3680.0,3732.0,3641.0,3710.0,2158500,,,,,,,,,,,,,,,
東１,2503,キリンＨＤ,1645.0,1678.0,1637.5,1672.5,6335100,,,,,,,,,,,,,,,
東１,2531,宝ＨＤ,787.0,803.0,769.0,788.0,1328500,,,,,,,,,,,,,,,
東１,2533,オエノンＨＤ,217.0,217.0,212.0,214.0,272000,,,,,,,,,,,,,,,
東２,2538,ＪＦＬＡ,41.0,43.0,40.0,43.0,5836000,,,,,,,,,,,,,,,
東１,2540,養命酒,980.0,988.0,972.0,974.0,16000,,,,,,,,,,,,,,,
名２,2551,マルサンアイ,587.0,600.0,582.0,591.0,9000,,,,,,,,,,,,,,,
東２,2573,北海コカ,557.0,580.0,557.0,580.0,11000,,,,,,,,,,,,,,,
東１,2579,コカウエスト,2302.0,2315.0,2262.0,2299.0,644800,,,,,,,,,,,,,,,
東１,2580,コカコーラＥＪ,2043.0,2056.0,2007.0,2019.0,563600,,,,,,,,,,,,,,,
東マ,2586,フルッタ,1550.0,1650.0,1550.0,1620.0,10400,,,,,,,,,,,,,,,
東１,2587,サントリーＢＦ,4820.0,4895.0,4755.0,4785.0,1145700,,,,,,,,,,,,,,,
東２,2588,ウォーターＤ,462.0,505.0,462.0,505.0,1500,,,,,,,,,,,,,,,
東１,2590,ダイドドリ,4870.0,5050.0,4810.0,4835.0,82300,,,,,,,,,,,,,,,
東１,2593,伊藤園,2684.0,2700.0,2556.0,2589.0,1021700,,,,,,,,,,,,,,,
東１,2594,キーコーヒー,2147.0,2147.0,2065.0,2105.0,41000,,,,,,,,,,,,,,,
東１,2597,ユニカフェ,851.0,885.0,851.0,875.0,8800,,,,,,,,,,,,,,,
東１,2599,ジャパンＦ,1118.0,1120.0,1090.0,1115.0,6900,,,,,,,,,,,,,,,
東１,2602,日清オイリ,438.0,442.0,431.0,434.0,651000,,,,,,,,,,,,,,,
東１,2607,不二油,1623.0,1637.0,1560.0,1614.0,1186900,,,,,,,,,,,,,,,
東２,2608,ボーソー,153.0,160.0,153.0,158.0,31000,,,,,,,,,,,,,,,
東１,2612,かどや油,2704.0,2706.0,2670.0,2680.0,2100,,,,,,,,,,,,,,,
東１,2613,Ｊオイル,375.0,380.0,371.0,376.0,315000,,,,,,,,,,,,,,,
東１,2651,ローソン,8400.0,8460.0,8270.0,8430.0,960500,,,,,,,,,,,,,,,
東２,2652,まんだらけ,660.0,672.0,645.0,672.0,12000,,,,,,,,,,,,,,,
ＪＱ,2653,イオン九州,1657.0,1695.0,1657.0,1683.0,1500,,,,,,,,,,,,,,,
東２,2654,アスモ,69.0,71.0,67.0,71.0,375000,,,,,,,,,,,,,,,
東２,2655,ＭＶ東北,1100.0,1150.0,1060.0,1150.0,9300,,,,,,,,,,,,,,,
ＪＱ,2656,ベクター,380.0,395.0,379.0,392.0,19000,,,,,,,,,,,,,,,
ＪＱ,2658,ウライ,156.0,156.0,147.0,154.0,23000,,,,,,,,,,,,,,,
東１,2659,サンエー,5300.0,5340.0,5130.0,5290.0,72500,,,,,,,,,,,,,,,
東１,2662,ダイユーエイト,739.0,760.0,739.0,758.0,22100,,,,,,,,,,,,,,,
東１,2664,カワチ薬品,1918.0,1944.0,1906.0,1926.0,109300,,,,,,,,,,,,,,,
ＪＱ,2666,オートウェーブ,103.0,111.0,103.0,106.0,637400,,,,,,,,,,,,,,,
ＪＱ,2667,イメージワン,302.0,340.0,277.0,319.0,417100,,,,,,,,,,,,,,,
東２,2668,タビオ,1167.0,1205.0,1164.0,1188.0,9300,,,,,,,,,,,,,,,
ＪＱ,2669,カネ美食,3400.0,3400.0,3360.0,3400.0,3000,,,,,,,,,,,,,,,
東１,2670,ＡＢＣマート,6890.0,7070.0,6720.0,7050.0,640300,,,,,,,,,,,,,,,
ＪＱ,2673,夢みつけ隊,142.0,150.0,141.0,150.0,106600,,,,,,,,,,,,,,,
東１,2674,ハードオフ,1390.0,1448.0,1368.0,1422.0,70400,,,,,,,,,,,,,,,
東２,2675,ダイナック,1511.0,1580.0,1511.0,1580.0,4700,,,,,,,,,,,,,,,
東１,2676,高千穂,980.0,1002.0,977.0,999.0,17300,,,,,,,,,,,,,,,
東１,2678,アスクル,3775.0,3980.0,3750.0,3970.0,480800,,,,,,,,,,,,,,,
東１,2681,ゲオＨＤ,1733.0,1750.0,1701.0,1714.0,296700,,,,,,,,,,,,,,,
東２,2683,魚喜,1829.0,1880.0,1804.0,1870.0,14900,,,,,,,,,,,,,,,
東１,2685,アダストリア,5380.0,5430.0,5240.0,5330.0,221900,,,,,,,,,,,,,,,
名２,2686,ジーフット,820.0,850.0,780.0,850.0,24400,,,,,,,,,,,,,,,
東１,2687,シーヴイエス,108.0,108.0,102.0,107.0,484000,,,,,,,,,,,,,,,
東２,2689,カワニシＨＤ,1089.0,1090.0,1067.0,1080.0,9200,,,,,,,,,,,,,,,
東１,2692,伊藤食,3980.0,4050.0,3980.0,4005.0,8100,,,,,,,,,,,,,,,
ＪＱ,2693,ＹＫＴ,180.0,191.0,176.0,191.0,125600,,,,,,,,,,,,,,,
ＪＱ,2694,Ｇテイスト,88.0,91.0,86.0,91.0,168100,,,,,,,,,,,,,,,
東１,2695,くらコーポ,3150.0,3250.0,3145.0,3235.0,77500,,,,,,,,,,,,,,,
東１,2698,キャンドゥ,1485.0,1510.0,1482.0,1510.0,42000,,,,,,,,,,,,,,,
ＪＱ,2700,木徳神,652.0,662.0,648.0,648.0,9000,,,,,,,,,,,,,,,
ＪＱ,2702,マクドナルド,2606.0,2622.0,2584.0,2615.0,354600,,,,,,,,,,,,,,,
ＪＱ,2703,日ライトン,227.0,242.0,227.0,238.0,138900,,,,,,,,,,,,,,,
ＪＱ,2705,大戸屋ＨＤ,1870.0,1885.0,1860.0,1880.0,12300,,,,,,,,,,,,,,,
ＪＱ,2706,ブロッコリー,378.0,410.0,374.0,401.0,1775000,,,,,,,,,,,,,,,
ＪＱ,2708,久世,670.0,681.0,670.0,681.0,1600,,,,,,,,,,,,,,,
ＪＱ,2710,シーエスロジ,240.0,242.0,240.0,242.0,2000,,,,,,,,,,,,,,,
ＪＱ,2714,プラマテルズ,480.0,488.0,475.0,488.0,2000,,,,,,,,,,,,,,,
東１,2715,エレマテック,2551.0,2655.0,2550.0,2641.0,25500,,,,,,,,,,,,,,,
東２,2719,キタムラ,751.0,760.0,751.0,759.0,4400,,,,,,,,,,,,,,,
ＪＱ,2721,ＪＨＤ,529.0,529.0,480.0,504.0,11200,,,,,,,,,,,,,,,
ＪＱ,2722,アイケイ,820.0,836.0,820.0,836.0,2200,,,,,,,,,,,,,,,
東１,2726,パル,3415.0,3525.0,3385.0,3445.0,80500,,,,,,,,,,,,,,,
東１,2729,ＪＡＬＵＸ,2015.0,2142.0,2015.0,2093.0,55300,,,,,,,,,,,,,,,
東１,2730,エディオン,838.0,849.0,812.0,819.0,1127200,,,,,,,,,,,,,,,
東１,2733,あらた,2482.0,2615.0,2432.0,2612.0,58500,,,,,,,,,,,,,,,
東１,2734,サーラ,546.0,559.0,540.0,549.0,21400,,,,,,,,,,,,,,,
東１,2735,ワッツ,1015.0,1021.0,1005.0,1021.0,127700,,,,,,,,,,,,,,,
ＪＱ,2736,サダマツ,310.0,340.0,310.0,340.0,61000,,,,,,,,,,,,,,,
東１,2737,トーメンデバ,2008.0,2100.0,2002.0,2043.0,8000,,,,,,,,,,,,,,,
ＪＱ,2742,ハローズ,2036.0,2230.0,2036.0,2197.0,4700,,,,,,,,,,,,,,,
ＪＱ,2743,ハイブリッド,237.0,237.0,220.0,226.0,17600,,,,,,,,,,,,,,,
東１,2749,ＪＰＨＤ,285.0,296.0,285.0,292.0,361800,,,,,,,,,,,,,,,
ＪＱ,2750,石光商,317.0,319.0,314.0,314.0,6100,,,,,,,,,,,,,,,
ＪＱ,2751,テンポス,2020.0,2098.0,1970.0,2098.0,72200,,,,,,,,,,,,,,,
ＪＱ,2752,フジオフード,2301.0,2364.0,2301.0,2350.0,23800,,,,,,,,,,,,,,,
東１,2753,あみやき,4375.0,4495.0,4350.0,4475.0,14800,,,,,,,,,,,,,,,
ＪＱ,2754,東葛ＨＤ,332.0,332.0,332.0,332.0,2000,,,,,,,,,,,,,,,
ＪＱ,2759,アイフラッグ,93.0,93.0,90.0,91.0,182800,,,,,,,,,,,,,,,
東１,2760,東エレデバ ,1570.0,1600.0,1546.0,1592.0,32400,,,,,,,,,,,,,,,
ＪＱ,2761,トシンＧ,2430.0,2430.0,2430.0,2430.0,100,,,,,,,,,,,,,,,
東２,2762,三光フーズ,868.0,898.0,868.0,898.0,16700,,,,,,,,,,,,,,,
ＪＱ,2763,エフティＧ,1902.0,2053.0,1901.0,2032.0,39700,,,,,,,,,,,,,,,
東１,2764,ひらまつ,634.0,652.0,620.0,648.0,294500,,,,,,,,,,,,,,,
東２,2766,ＪＷＤ,577.0,577.0,577.0,577.0,29700,,,,,,,,,,,,,,,
東１,2767,フィールズ,1534.0,1604.0,1521.0,1593.0,141600,,,,,,,,,,,,,,,
東１,2768,双日,242.0,247.0,235.0,245.0,25670200,,,,,,,,,,,,,,,
ＪＱ,2769,ヴィレッジＶ,1515.0,1550.0,1515.0,1544.0,41500,,,,,,,,,,,,,,,
東１,2772,ゲンキー,13000.0,13880.0,13000.0,13780.0,39400,,,,,,,,,,,,,,,
ＪＱ,2773,ミューチュアル,878.0,878.0,838.0,863.0,11200,,,,,,,,,,,,,,,
ＪＱ,2776,クリムゾン,153.0,175.0,143.0,159.0,320200,,,,,,,,,,,,,,,
ＪＱ,2777,カッシーナ,932.0,940.0,900.0,902.0,3400,,,,,,,,,,,,,,,
ＪＱ,2778,パレモ,206.0,222.0,206.0,222.0,23000,,,,,,,,,,,,,,,
東２,2780,コメ兵,3005.0,3065.0,2900.0,3025.0,66400,,,,,,,,,,,,,,,
ＪＱ,2782,セリア,5590.0,5630.0,5450.0,5610.0,37400,,,,,,,,,,,,,,,
東１,2784,アルフレＨＤ,2087.0,2148.0,2067.0,2110.0,1198200,,,,,,,,,,,,,,,
東１,2786,サッポロＤＧＳ,1698.0,1756.0,1687.0,1754.0,2800,,,,,,,,,,,,,,,
東２,2788,アップルインタ,280.0,288.0,262.0,277.0,633200,,,,,,,,,,,,,,,
ＪＱ,2789,カルラ,427.0,434.0,423.0,431.0,3300,,,,,,,,,,,,,,,
ＪＱ,2790,ナフコ,1880.0,1898.0,1836.0,1892.0,1700,,,,,,,,,,,,,,,
東１,2791,大黒天,4210.0,4305.0,4175.0,4250.0,29600,,,,,,,,,,,,,,,
東１,2792,ハニーズ,908.0,928.0,903.0,922.0,99600,,,,,,,,,,,,,,,
ＪＱ,2795,プリメックス,570.0,577.0,552.0,577.0,9100,,,,,,,,,,,,,,,
東１,2796,ファーマライズ,520.0,522.0,511.0,520.0,21800,,,,,,,,,,,,,,,
東２,2798,Ｙ’Ｓ,2640.0,2800.0,2640.0,2798.0,14500,,,,,,,,,,,,,,,
東１,2801,キッコーマン,3610.0,3695.0,3555.0,3625.0,1508000,,,,,,,,,,,,,,,
東１,2802,味の素,2444.5,2501.5,2430.0,2468.5,2924000,,,,,,,,,,,,,,,
東２,2804,ブルドック,225.0,230.0,225.0,228.0,14000,,,,,,,,,,,,,,,
東２,2805,エスビー,4850.0,4920.0,4850.0,4875.0,3600,,,,,,,,,,,,,,,
東２,2806,ユタカフーズ,1896.0,1969.0,1896.0,1950.0,1600,,,,,,,,,,,,,,,
東１,2809,キユーピー,2420.0,2461.0,2393.0,2451.0,725500,,,,,,,,,,,,,,,
東１,2810,ハウス食Ｇ,2080.0,2106.0,2062.0,2095.0,475600,,,,,,,,,,,,,,,
東１,2811,カゴメ,1951.0,1985.0,1941.0,1964.0,447100,,,,,,,,,,,,,,,
東１,2812,焼津水化,983.0,1001.0,983.0,996.0,23800,,,,,,,,,,,,,,,
ＪＱ,2813,和弘食品,295.0,299.0,295.0,299.0,2000,,,,,,,,,,,,,,,
ＪＱ,2814,佐藤食,995.0,996.0,995.0,995.0,400,,,,,,,,,,,,,,,
東１,2815,アリアケ,4615.0,4740.0,4610.0,4705.0,123100,,,,,,,,,,,,,,,
東２,2816,ダイショー,1199.0,1200.0,1171.0,1200.0,5000,,,,,,,,,,,,,,,
ＪＱ,2817,ギャバン,600.0,600.0,600.0,600.0,1000,,,,,,,,,,,,,,,
東２,2818,ピエトロ,1330.0,1360.0,1330.0,1357.0,3400,,,,,,,,,,,,,,,
東１,2819,エバラ食品,1952.0,1952.0,1920.0,1942.0,11200,,,,,,,,,,,,,,,
東２,2830,アヲハタ,2250.0,2520.0,2250.0,2519.0,17400,,,,,,,,,,,,,,,
東２,2831,はごろもフーズ,1176.0,1195.0,1176.0,1195.0,4000,,,,,,,,,,,,,,,
東１,2871,ニチレイ,695.0,709.0,691.0,705.0,1899000,,,,,,,,,,,,,,,
東２,2872,セイヒョー,299.0,323.0,291.0,320.0,31000,,,,,,,,,,,,,,,
東１,2874,ヨコレイ,956.0,969.0,952.0,966.0,152200,,,,,,,,,,,,,,,
東１,2875,東洋水,4280.0,4350.0,4255.0,4295.0,691100,,,,,,,,,,,,,,,
ＪＱ,2876,ＪＣコムサ,304.0,325.0,302.0,325.0,7300,,,,,,,,,,,,,,,
ＪＱ,2877,日東ベ,736.0,748.0,736.0,748.0,1700,,,,,,,,,,,,,,,
東１,2882,イートアンド,2000.0,2036.0,1963.0,2036.0,9700,,,,,,,,,,,,,,,
東２,2883,大冷,1635.0,1653.0,1620.0,1649.0,12800,,,,,,,,,,,,,,,
東２,2892,日食品,372.0,380.0,364.0,364.0,8000,,,,,,,,,,,,,,,
東２,2894,石井食,203.0,208.0,203.0,208.0,4000,,,,,,,,,,,,,,,
東１,2897,日清食ＨＤ,5510.0,5570.0,5450.0,5490.0,414300,,,,,,,,,,,,,,,
東１,2899,永谷園,1067.0,1067.0,1046.0,1054.0,44000,,,,,,,,,,,,,,,
ＪＱ,2901,石垣食,180.0,192.0,178.0,188.0,41700,,,,,,,,,,,,,,,
名２,2902,太陽化,878.0,881.0,876.0,876.0,3400,,,,,,,,,,,,,,,
東２,2903,シノブフース,608.0,613.0,600.0,613.0,10000,,,,,,,,,,,,,,,
東１,2904,一正蒲,1021.0,1052.0,980.0,1021.0,13500,,,,,,,,,,,,,,,
ＪＱ,2905,オーケー食,133.0,139.0,131.0,139.0,147000,,,,,,,,,,,,,,,
東２,2907,あじかん,758.0,759.0,753.0,759.0,1100,,,,,,,,,,,,,,,
東１,2908,フジッコ,2600.0,2657.0,2528.0,2559.0,43000,,,,,,,,,,,,,,,
東１,2910,ロックフィール,2762.0,2837.0,2685.0,2708.0,33800,,,,,,,,,,,,,,,
東２,2911,旭松食,335.0,351.0,335.0,343.0,4000,,,,,,,,,,,,,,,
東１,2914,ＪＴ,4070.0,4105.0,3965.0,4080.0,7145500,,,,,,,,,,,,,,,
東１,2915,ケンコーマヨ,1594.0,1616.0,1570.0,1592.0,28300,,,,,,,,,,,,,,,
